cfg_wr_period,cfg_wr_thresh,cfg_sma_period,cfg_mfi_filter,cfg_bbw_filter,cfg_adx_filter,cfg_adx_mode,cfg_exit_mode,cfg_max_hold,label,is_n,is_avg,is_win,is_sharpe,is_pf,oos_n,oos_avg,oos_win,oos_sharpe,oos_pf,avg_hold,avg_peak,avg_dd,cfg_hold_days
30,-30,20,not_weak,squeeze,20.0,above,mfi_exit,25.0,"WR(30,-30) SMA20 MFI:not_weak BBW:squeeze ADXa20 mfi_exit",13,3.1275,69.2,3.3,5.31,10,1.7375,60.0,1.78,2.48,18.0,4.66,-2.26,
30,-30,20,accumulating,,,,mfi_exit,25.0,"WR(30,-30) SMA20 MFI:accumulating mfi_exit",39,2.0243,61.5,1.3,2.07,27,2.0554,55.6,1.78,2.86,17.2,5.63,-2.83,
30,-50,10,,not_expanded,,,sma_break,25.0,"WR(30,-50) SMA10 BBW:not_expanded sma_break",57,1.4005,78.9,1.79,2.6,39,1.5246,76.9,1.78,3.45,6.1,2.49,-2.08,
14,-30,10,accumulating,,20.0,above,fixed,,"WR(14,-30) SMA10 MFI:accumulating ADXa20 fixed10",38,0.9496,63.2,1.06,1.7,26,1.9339,61.5,1.77,2.82,10.0,3.78,-2.52,10.0
14,-30,10,accumulating,squeeze,,,fixed,,"WR(14,-30) SMA10 MFI:accumulating BBW:squeeze fixed10",26,1.3837,65.4,1.14,1.89,18,1.3988,55.6,1.77,2.65,10.0,3.74,-2.15,10.0
14,-30,20,not_weak,squeeze,25.0,below,fixed,,"WR(14,-30) SMA20 MFI:not_weak BBW:squeeze ADXb25 fixed20",18,1.7466,55.6,1.28,1.86,13,1.7171,69.2,1.77,2.51,20.0,5.36,-3.38,20.0
14,-30,20,accumulating,squeeze,,,fixed,,"WR(14,-30) SMA20 MFI:accumulating BBW:squeeze fixed15",21,1.86,71.4,1.59,2.48,14,2.072,57.1,1.77,3.18,15.0,4.83,-2.49,15.0
14,-40,10,not_weak,squeeze,,,sma_break,25.0,"WR(14,-40) SMA10 MFI:not_weak BBW:squeeze sma_break",42,0.603,71.4,1.03,1.73,28,1.0606,75.0,1.77,3.9,6.1,1.84,-2.03,
14,-40,10,accumulating,squeeze,,,fixed,,"WR(14,-40) SMA10 MFI:accumulating BBW:squeeze fixed10",24,0.2864,62.5,0.31,1.18,17,1.4423,52.9,1.77,2.61,10.0,3.22,-2.28,10.0
14,-40,20,accumulating,squeeze,,,fixed,,"WR(14,-40) SMA20 MFI:accumulating BBW:squeeze fixed15",20,1.7915,70.0,1.5,2.36,14,2.072,57.1,1.77,3.18,15.0,4.87,-2.56,15.0
14,-50,20,not_weak,not_expanded,25.0,below,sma_break,25.0,"WR(14,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 sma_break",44,1.063,79.5,1.15,2.04,30,1.4412,86.7,1.77,3.15,7.5,2.55,-2.48,
20,-30,10,,not_expanded,,,bbw_contract,30.0,"WR(20,-30) SMA10 BBW:not_expanded bbw_contract",55,1.7563,72.7,1.5,2.46,38,1.9218,78.9,1.77,3.65,12.1,3.8,-2.8,
20,-30,10,accumulating,squeeze,,,fixed,,"WR(20,-30) SMA10 MFI:accumulating BBW:squeeze fixed10",26,1.4179,65.4,1.17,1.93,18,1.3988,55.6,1.77,2.65,10.0,3.74,-2.13,10.0
20,-30,20,not_weak,squeeze,25.0,below,fixed,,"WR(20,-30) SMA20 MFI:not_weak BBW:squeeze ADXb25 fixed20",18,1.7466,55.6,1.28,1.86,13,1.7171,69.2,1.77,2.51,20.0,5.36,-3.38,20.0
20,-30,20,accumulating,squeeze,,,fixed,,"WR(20,-30) SMA20 MFI:accumulating BBW:squeeze fixed15",21,1.86,71.4,1.59,2.48,14,2.072,57.1,1.77,3.18,15.0,4.83,-2.49,15.0
20,-40,10,accumulating,,20.0,above,fixed,,"WR(20,-40) SMA10 MFI:accumulating ADXa20 fixed15",28,1.0126,64.3,0.86,1.58,19,2.4579,63.2,1.77,2.9,15.0,4.87,-3.65,15.0
20,-40,20,accumulating,squeeze,,,fixed,,"WR(20,-40) SMA20 MFI:accumulating BBW:squeeze fixed15",21,1.86,71.4,1.59,2.48,14,2.072,57.1,1.77,3.18,15.0,4.83,-2.49,15.0
30,-40,10,not_weak,not_expanded,,,bbw_contract,30.0,"WR(30,-40) SMA10 MFI:not_weak BBW:not_expanded bbw_contract",46,2.1179,78.3,1.49,2.64,32,1.6266,78.1,1.77,2.94,12.1,3.84,-2.8,
30,-40,20,accumulating,,,,mfi_exit,25.0,"WR(30,-40) SMA20 MFI:accumulating mfi_exit",39,2.8661,69.2,1.9,2.95,27,2.0725,55.6,1.77,2.89,16.7,5.91,-2.51,
14,-30,10,,,,,bbw_contract,30.0,"WR(14,-30) SMA10 bbw_contract",70,1.5409,71.4,1.37,2.23,48,3.7337,83.3,1.76,7.71,11.5,4.39,-2.84,
14,-30,10,not_weak,,25.0,below,fixed,,"WR(14,-30) SMA10 MFI:not_weak ADXb25 fixed20",34,4.0302,64.7,2.31,3.57,24,2.2882,62.5,1.76,2.75,20.0,7.0,-3.12,20.0
14,-30,20,not_weak,,,,fixed,,"WR(14,-30) SMA20 MFI:not_weak fixed10",65,1.3227,66.2,1.21,1.98,44,1.8233,61.4,1.76,2.91,10.0,3.93,-2.48,10.0
14,-50,10,,not_expanded,,,adaptive,30.0,"WR(14,-50) SMA10 BBW:not_expanded adaptive",71,0.7887,60.6,1.01,1.79,48,1.4931,56.2,1.76,2.68,7.4,2.83,-1.78,
20,-30,10,,squeeze,25.0,below,fixed,,"WR(20,-30) SMA10 BBW:squeeze ADXb25 fixed20",19,3.059,57.9,1.77,2.7,14,1.8444,64.3,1.76,2.54,20.0,6.12,-3.3,20.0
20,-30,20,not_weak,,,,fixed,,"WR(20,-30) SMA20 MFI:not_weak fixed10",65,1.3227,66.2,1.21,1.98,44,1.8233,61.4,1.76,2.91,10.0,3.93,-2.48,10.0
20,-40,10,accumulating,squeeze,25.0,below,bbw_contract,30.0,"WR(20,-40) SMA10 MFI:accumulating BBW:squeeze ADXb25 bbw_contract",19,1.6136,68.4,1.15,2.08,13,1.8699,69.2,1.76,3.11,13.3,4.11,-2.75,
20,-40,20,not_weak,squeeze,,,bbw_contract,30.0,"WR(20,-40) SMA20 MFI:not_weak BBW:squeeze bbw_contract",28,0.0086,71.4,0.01,1.01,19,1.564,73.7,1.76,3.34,13.4,2.94,-3.24,
20,-50,10,,not_expanded,20.0,above,momentum_ride,40.0,"WR(20,-50) SMA10 BBW:not_expanded ADXa20 momentum_ride",40,0.2009,40.0,0.25,1.16,28,1.7932,60.7,1.76,4.77,7.5,3.55,-1.49,
20,-50,20,not_weak,squeeze,,,sma_break,25.0,"WR(20,-50) SMA20 MFI:not_weak BBW:squeeze sma_break",33,0.523,78.8,0.69,1.56,22,1.38,77.3,1.76,3.26,8.1,2.23,-2.51,
30,-30,20,not_weak,,20.0,above,mfi_exit,25.0,"WR(30,-30) SMA20 MFI:not_weak ADXa20 mfi_exit",34,1.4247,55.9,1.26,1.91,24,5.7116,62.5,1.76,7.82,18.0,6.47,-2.61,
30,-30,20,accumulating,squeeze,25.0,below,fixed,,"WR(30,-30) SMA20 MFI:accumulating BBW:squeeze ADXb25 fixed10",19,0.1035,63.2,0.11,1.06,14,1.6038,50.0,1.76,2.53,10.0,3.36,-2.38,10.0
30,-40,10,accumulating,,20.0,above,sma_break,25.0,"WR(30,-40) SMA10 MFI:accumulating ADXa20 sma_break",34,1.7173,82.4,2.32,3.72,24,1.1959,62.5,1.76,2.92,5.8,2.29,-2.23,
30,-40,10,accumulating,not_expanded,20.0,above,fixed,,"WR(30,-40) SMA10 MFI:accumulating BBW:not_expanded ADXa20 fixed10",19,1.7281,63.2,1.73,2.34,13,1.5866,53.8,1.76,3.22,10.0,4.09,-2.3,10.0
30,-50,10,accumulating,squeeze,,,mfi_exit,25.0,"WR(30,-50) SMA10 MFI:accumulating BBW:squeeze mfi_exit",15,2.7183,66.7,1.73,2.5,11,2.4491,63.6,1.76,3.58,16.9,5.71,-2.72,
30,-50,20,accumulating,squeeze,,,mfi_exit,25.0,"WR(30,-50) SMA20 MFI:accumulating BBW:squeeze mfi_exit",16,2.7294,68.8,1.78,2.6,11,2.4491,63.6,1.76,3.58,17.0,5.86,-2.6,
14,-30,10,accumulating,squeeze,25.0,below,bbw_contract,30.0,"WR(14,-30) SMA10 MFI:accumulating BBW:squeeze ADXb25 bbw_contract",20,1.8779,70.0,1.34,2.32,14,1.8066,64.3,1.75,3.03,13.3,4.17,-2.65,
14,-40,10,not_weak,squeeze,25.0,below,fixed,,"WR(14,-40) SMA10 MFI:not_weak BBW:squeeze ADXb25 fixed20",18,1.8235,61.1,1.52,2.2,13,1.9156,61.5,1.75,2.49,20.0,5.45,-3.27,20.0
14,-40,20,accumulating,,,,mfi_exit,25.0,"WR(14,-40) SMA20 MFI:accumulating mfi_exit",39,2.0215,61.5,1.29,2.07,27,1.8831,55.6,1.75,2.71,17.2,5.56,-2.83,
14,-50,10,accumulating,squeeze,25.0,below,momentum_ride,40.0,"WR(14,-50) SMA10 MFI:accumulating BBW:squeeze ADXb25 momentum_ride",19,0.3894,47.4,0.51,1.43,13,2.2325,38.5,1.75,3.42,8.3,4.23,-1.38,
14,-50,20,,squeeze,,,mfi_exit,25.0,"WR(14,-50) SMA20 BBW:squeeze mfi_exit",27,1.435,51.9,0.85,1.65,18,1.7489,55.6,1.75,2.77,16.1,5.27,-2.93,
14,-50,20,not_weak,not_expanded,25.0,below,fixed,,"WR(14,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 fixed20",28,3.7398,71.4,2.07,3.16,19,2.0325,68.4,1.75,2.48,20.0,6.85,-3.19,20.0
20,-30,10,not_weak,squeeze,25.0,below,fixed,,"WR(20,-30) SMA10 MFI:not_weak BBW:squeeze ADXb25 fixed20",19,3.0806,63.2,2.0,3.14,13,1.9156,61.5,1.75,2.49,20.0,6.08,-3.17,20.0
20,-30,10,not_weak,not_expanded,20.0,above,mfi_exit,25.0,"WR(20,-30) SMA10 MFI:not_weak BBW:not_expanded ADXa20 mfi_exit",31,2.5749,64.5,1.6,2.4,21,6.0494,52.4,1.75,8.23,18.2,7.06,-2.74,
20,-30,10,accumulating,squeeze,25.0,below,bbw_contract,30.0,"WR(20,-30) SMA10 MFI:accumulating BBW:squeeze ADXb25 bbw_contract",20,1.8779,70.0,1.34,2.32,14,1.8066,64.3,1.75,3.03,13.3,4.17,-2.65,
20,-30,20,not_weak,not_expanded,20.0,above,momentum_ride,40.0,"WR(20,-30) SMA20 MFI:not_weak BBW:not_expanded ADXa20 momentum_ride",42,0.4343,45.2,0.56,1.38,29,4.5518,72.4,1.75,12.3,8.7,4.81,-1.54,
20,-50,20,not_weak,,20.0,above,fixed,,"WR(20,-50) SMA20 MFI:not_weak ADXa20 fixed15",33,2.3984,60.6,1.68,2.62,23,1.9872,73.9,1.75,3.18,15.0,5.07,-2.98,15.0
20,-50,20,not_weak,not_expanded,,,mfi_exit,25.0,"WR(20,-50) SMA20 MFI:not_weak BBW:not_expanded mfi_exit",40,2.3983,57.5,1.38,2.26,27,1.5237,51.9,1.75,2.77,17.3,5.94,-2.66,
30,-30,10,not_weak,,20.0,above,mfi_exit,25.0,"WR(30,-30) SMA10 MFI:not_weak ADXa20 mfi_exit",36,1.9063,55.6,1.39,2.0,25,5.5737,60.0,1.75,8.06,18.0,6.42,-2.91,
30,-40,10,accumulating,squeeze,,,fixed,,"WR(30,-40) SMA10 MFI:accumulating BBW:squeeze fixed20",19,3.4613,68.4,2.23,3.69,13,2.6335,53.8,1.75,2.56,20.0,6.79,-3.02,20.0
30,-40,20,accumulating,squeeze,25.0,below,momentum_ride,40.0,"WR(30,-40) SMA20 MFI:accumulating BBW:squeeze ADXb25 momentum_ride",18,0.887,55.6,1.07,2.05,13,2.4986,53.8,1.75,3.63,9.5,4.77,-1.25,
14,-30,10,,not_expanded,25.0,below,fixed,,"WR(14,-30) SMA10 BBW:not_expanded ADXb25 fixed20",32,4.5416,65.6,2.5,3.98,22,5.0808,68.2,1.74,5.34,20.0,8.07,-2.85,20.0
14,-30,10,,not_expanded,25.0,below,sma_break,25.0,"WR(14,-30) SMA10 BBW:not_expanded ADXb25 sma_break",58,1.5141,75.9,2.04,3.31,40,1.3136,77.5,1.74,3.22,5.8,2.37,-1.91,
14,-30,10,not_weak,not_expanded,25.0,below,fixed,,"WR(14,-30) SMA10 MFI:not_weak BBW:not_expanded ADXb25 fixed20",32,4.5416,65.6,2.5,3.98,22,5.0808,68.2,1.74,5.34,20.0,8.07,-2.85,20.0
14,-30,20,not_weak,,20.0,above,mfi_exit,25.0,"WR(14,-30) SMA20 MFI:not_weak ADXa20 mfi_exit",36,1.4875,55.6,1.32,1.97,24,5.6784,62.5,1.74,6.8,18.1,6.4,-2.73,
14,-40,10,,,,,bbw_contract,30.0,"WR(14,-40) SMA10 bbw_contract",67,1.1443,71.6,1.13,1.89,45,3.8139,82.2,1.74,7.69,11.5,4.24,-2.89,
14,-40,20,not_weak,,20.0,above,mfi_exit,25.0,"WR(14,-40) SMA20 MFI:not_weak ADXa20 mfi_exit",34,1.5898,55.9,1.38,2.01,24,5.6784,62.5,1.74,6.8,18.3,6.49,-2.78,
14,-50,10,accumulating,squeeze,,,adaptive,30.0,"WR(14,-50) SMA10 MFI:accumulating BBW:squeeze adaptive",26,0.3024,50.0,0.55,1.35,18,1.2218,55.6,1.74,2.3,8.4,3.06,-1.63,
14,-50,20,not_weak,,25.0,below,fixed,,"WR(14,-50) SMA20 MFI:not_weak ADXb25 fixed20",30,3.3848,66.7,2.0,3.09,20,2.2612,70.0,1.74,2.68,20.0,7.15,-3.2,20.0
20,-30,20,not_weak,,20.0,above,mfi_exit,25.0,"WR(20,-30) SMA20 MFI:not_weak ADXa20 mfi_exit",36,1.4875,55.6,1.32,1.97,24,5.6784,62.5,1.74,6.8,18.1,6.4,-2.73,
20,-40,10,,squeeze,25.0,below,bbw_contract,30.0,"WR(20,-40) SMA10 BBW:squeeze ADXb25 bbw_contract",25,1.8786,72.0,1.49,2.64,18,2.3786,66.7,1.74,3.4,13.9,4.34,-2.81,
20,-40,10,not_weak,not_expanded,20.0,above,adaptive,30.0,"WR(20,-40) SMA10 MFI:not_weak BBW:not_expanded ADXa20 adaptive",39,0.8596,51.3,0.92,1.71,26,1.5005,50.0,1.74,3.52,7.0,2.98,-1.72,
20,-40,20,not_weak,not_expanded,25.0,below,sma_break,25.0,"WR(20,-40) SMA20 MFI:not_weak BBW:not_expanded ADXb25 sma_break",46,1.002,78.3,1.11,1.97,32,1.4126,84.4,1.74,3.08,7.6,2.46,-2.46,
20,-50,10,not_weak,,20.0,above,fixed,,"WR(20,-50) SMA10 MFI:not_weak ADXa20 fixed15",33,2.0022,60.6,1.39,2.15,22,1.99,72.7,1.74,3.23,15.0,5.07,-3.16,15.0
20,-50,10,accumulating,,,,adaptive,30.0,"WR(20,-50) SMA10 MFI:accumulating adaptive",55,0.97,52.7,1.15,1.86,37,1.1127,54.1,1.74,2.43,7.1,3.1,-1.85,
30,-30,10,,squeeze,20.0,above,mfi_exit,25.0,"WR(30,-30) SMA10 BBW:squeeze ADXa20 mfi_exit",14,2.7568,57.1,2.81,4.01,10,1.6759,70.0,1.74,2.62,18.3,5.24,-2.3,
30,-30,10,not_weak,,,,sma_break,25.0,"WR(30,-30) SMA10 MFI:not_weak sma_break",84,0.8301,73.8,1.17,1.89,57,1.1768,77.2,1.74,3.07,6.2,2.09,-2.3,
30,-30,10,not_weak,not_expanded,25.0,below,fixed,,"WR(30,-30) SMA10 MFI:not_weak BBW:not_expanded ADXb25 fixed10",42,2.2545,59.5,1.67,2.55,29,1.9583,69.0,1.74,3.22,10.0,4.58,-2.29,10.0
30,-40,20,,not_expanded,25.0,below,fixed,,"WR(30,-40) SMA20 BBW:not_expanded ADXb25 fixed20",29,4.3049,69.0,2.37,3.57,20,2.0867,65.0,1.74,2.54,20.0,7.1,-2.97,20.0
30,-40,20,not_weak,not_expanded,25.0,below,fixed,,"WR(30,-40) SMA20 MFI:not_weak BBW:not_expanded ADXb25 fixed20",29,4.3988,69.0,2.4,3.62,20,2.0867,65.0,1.74,2.54,20.0,7.13,-2.99,20.0
30,-50,10,,not_expanded,25.0,below,sma_break,25.0,"WR(30,-50) SMA10 BBW:not_expanded ADXb25 sma_break",43,1.7884,79.1,2.18,3.36,30,1.404,73.3,1.74,3.32,6.0,2.59,-2.03,
30,-50,10,accumulating,,25.0,below,sma_break,25.0,"WR(30,-50) SMA10 MFI:accumulating ADXb25 sma_break",34,1.5301,70.6,2.1,3.41,24,1.4362,70.8,1.74,3.02,5.8,2.35,-2.12,
14,-30,10,accumulating,squeeze,,,mfi_exit,25.0,"WR(14,-30) SMA10 MFI:accumulating BBW:squeeze mfi_exit",22,3.2632,68.2,1.38,2.78,16,1.4792,50.0,1.73,2.69,16.6,5.79,-2.61,
14,-40,10,,not_expanded,20.0,above,mfi_exit,25.0,"WR(14,-40) SMA10 BBW:not_expanded ADXa20 mfi_exit",34,2.5262,67.6,2.09,3.0,23,5.7369,52.2,1.73,9.13,17.0,6.83,-2.32,
20,-30,10,accumulating,squeeze,,,mfi_exit,25.0,"WR(20,-30) SMA10 MFI:accumulating BBW:squeeze mfi_exit",22,3.3311,68.2,1.41,2.81,16,1.4792,50.0,1.73,2.69,16.6,5.83,-2.58,
20,-40,10,accumulating,squeeze,25.0,below,adaptive,30.0,"WR(20,-40) SMA10 MFI:accumulating BBW:squeeze ADXb25 adaptive",23,0.8078,52.2,1.09,1.94,16,1.2903,56.2,1.73,2.2,7.8,3.16,-1.68,
20,-40,20,not_weak,not_expanded,20.0,above,momentum_ride,40.0,"WR(20,-40) SMA20 MFI:not_weak BBW:not_expanded ADXa20 momentum_ride",42,0.4343,45.2,0.56,1.38,28,4.5863,71.4,1.73,10.17,8.7,4.82,-1.57,
20,-50,10,not_weak,not_expanded,25.0,below,fixed,,"WR(20,-50) SMA10 MFI:not_weak BBW:not_expanded ADXb25 fixed10",38,2.8332,65.8,2.11,3.48,26,1.7093,73.1,1.73,2.81,10.0,4.56,-2.22,10.0
20,-50,20,,squeeze,25.0,below,sma_break,25.0,"WR(20,-50) SMA20 BBW:squeeze ADXb25 sma_break",27,0.6209,77.8,0.73,1.55,19,1.5504,73.7,1.73,3.19,8.1,2.41,-2.64,
30,-40,10,not_weak,,,,fixed,,"WR(30,-40) SMA10 MFI:not_weak fixed20",39,2.5581,64.1,1.51,2.26,27,3.9532,55.6,1.73,3.85,20.0,7.04,-3.45,20.0
30,-50,10,,,20.0,above,mfi_exit,25.0,"WR(30,-50) SMA10 ADXa20 mfi_exit",34,2.2684,64.7,1.72,2.38,24,6.1661,58.3,1.73,7.12,16.9,7.47,-2.47,
14,-30,10,,squeeze,,,bbw_contract,30.0,"WR(14,-30) SMA10 BBW:squeeze bbw_contract",35,1.3408,68.6,1.24,2.23,24,2.077,75.0,1.72,3.78,13.0,3.79,-2.63,
14,-30,10,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(14,-30) SMA10 MFI:not_weak BBW:not_expanded ADXb25 adaptive",55,1.3673,56.4,1.54,2.48,37,1.6025,56.8,1.72,2.59,7.6,3.25,-1.78,
14,-30,20,accumulating,squeeze,,,mfi_exit,25.0,"WR(14,-30) SMA20 MFI:accumulating BBW:squeeze mfi_exit",20,1.152,65.0,0.79,1.59,14,1.6287,57.1,1.72,2.54,17.2,5.04,-2.84,
14,-40,20,accumulating,squeeze,,,mfi_exit,25.0,"WR(14,-40) SMA20 MFI:accumulating BBW:squeeze mfi_exit",19,1.1458,63.2,0.77,1.56,14,1.6287,57.1,1.72,2.54,17.4,5.08,-2.93,
20,-30,10,,,,,fixed,,"WR(20,-30) SMA10 fixed20",46,2.7534,65.2,1.83,2.77,32,2.2622,62.5,1.72,2.54,20.0,6.08,-3.45,20.0
20,-30,10,accumulating,,20.0,above,bbw_contract,30.0,"WR(20,-30) SMA10 MFI:accumulating ADXa20 bbw_contract",34,2.7136,70.6,1.97,3.84,24,0.8255,70.8,1.72,2.39,11.1,3.98,-2.7,
20,-30,20,,,,,fixed,,"WR(20,-30) SMA20 fixed20",43,2.4445,62.8,1.46,2.27,30,1.7861,60.0,1.72,2.53,20.0,6.57,-3.15,20.0
20,-30,20,,squeeze,,,bbw_contract,30.0,"WR(20,-30) SMA20 BBW:squeeze bbw_contract",28,-0.0666,71.4,-0.07,0.95,19,1.5145,73.7,1.72,3.27,13.8,2.95,-3.3,
20,-30,20,not_weak,squeeze,,,fixed,,"WR(20,-30) SMA20 MFI:not_weak BBW:squeeze fixed10",29,-0.0908,58.6,-0.13,0.94,20,1.2513,60.0,1.72,2.44,10.0,2.83,-2.45,10.0
20,-30,20,accumulating,squeeze,,,mfi_exit,25.0,"WR(20,-30) SMA20 MFI:accumulating BBW:squeeze mfi_exit",20,1.152,65.0,0.79,1.59,14,1.6287,57.1,1.72,2.54,17.2,5.04,-2.84,
20,-40,10,,,25.0,below,fixed,,"WR(20,-40) SMA10 ADXb25 fixed20",32,3.9579,62.5,2.17,3.32,22,2.4881,59.1,1.72,2.67,20.0,7.42,-3.2,20.0
20,-40,10,,not_expanded,,,fixed,,"WR(20,-40) SMA10 BBW:not_expanded fixed10",57,1.5393,56.1,1.29,2.11,39,1.6957,61.5,1.72,2.91,10.0,3.88,-2.32,10.0
20,-40,10,not_weak,squeeze,,,fixed,,"WR(20,-40) SMA10 MFI:not_weak BBW:squeeze fixed15",25,1.6077,60.0,1.41,2.36,18,2.3612,77.8,1.72,3.52,15.0,4.64,-2.79,15.0
20,-40,10,accumulating,squeeze,,,bbw_contract,30.0,"WR(20,-40) SMA10 MFI:accumulating BBW:squeeze bbw_contract",23,2.803,69.6,1.6,3.18,16,1.6422,75.0,1.72,3.28,13.2,4.46,-2.59,
20,-40,20,accumulating,squeeze,,,mfi_exit,25.0,"WR(20,-40) SMA20 MFI:accumulating BBW:squeeze mfi_exit",20,1.152,65.0,0.79,1.59,14,1.6287,57.1,1.72,2.54,17.2,5.04,-2.84,
20,-50,10,not_weak,,25.0,below,fixed,,"WR(20,-50) SMA10 MFI:not_weak ADXb25 fixed20",28,3.1656,64.3,1.69,2.57,19,1.9527,73.7,1.72,2.38,20.0,7.03,-3.3,20.0
30,-40,10,accumulating,,25.0,below,fixed,,"WR(30,-40) SMA10 MFI:accumulating ADXb25 fixed20",24,4.6988,62.5,2.6,4.51,17,1.9215,70.6,1.72,2.28,20.0,7.24,-3.16,20.0
30,-40,20,,squeeze,,,adaptive,30.0,"WR(30,-40) SMA20 BBW:squeeze adaptive",35,1.0687,60.0,1.34,2.22,24,1.0237,62.5,1.72,2.23,8.1,3.13,-1.59,
14,-30,10,not_weak,squeeze,25.0,below,sma_break,25.0,"WR(14,-30) SMA10 MFI:not_weak BBW:squeeze ADXb25 sma_break",33,0.7476,72.7,1.05,1.85,22,1.1532,68.2,1.71,3.54,6.1,2.06,-2.11,
14,-30,10,not_weak,not_expanded,,,fixed,,"WR(14,-30) SMA10 MFI:not_weak BBW:not_expanded fixed10",63,0.8719,55.6,0.8,1.53,42,1.5551,64.3,1.71,2.92,10.0,3.71,-2.45,10.0
14,-30,10,accumulating,,,,fixed,,"WR(14,-30) SMA10 MFI:accumulating fixed10",60,1.0702,61.7,0.92,1.61,41,1.4554,61.0,1.71,2.46,10.0,3.92,-2.7,10.0
14,-30,20,accumulating,,,,mfi_exit,25.0,"WR(14,-30) SMA20 MFI:accumulating mfi_exit",39,2.0002,61.5,1.28,2.06,27,1.8305,55.6,1.71,2.66,17.2,5.52,-2.87,
14,-40,20,,squeeze,20.0,above,fixed,,"WR(14,-40) SMA20 BBW:squeeze ADXa20 fixed10",14,0.3636,50.0,0.51,1.29,10,1.2456,70.0,1.71,2.35,10.0,3.21,-2.09,10.0
14,-50,10,,not_expanded,,,fixed,,"WR(14,-50) SMA10 BBW:not_expanded fixed20",40,2.8581,67.5,1.96,3.08,28,2.3418,64.3,1.71,2.55,20.0,6.31,-3.23,20.0
14,-50,10,,not_expanded,20.0,above,mfi_exit,25.0,"WR(14,-50) SMA10 BBW:not_expanded ADXa20 mfi_exit",32,2.7085,62.5,2.0,3.03,22,5.7835,50.0,1.71,9.38,17.1,7.11,-2.2,
14,-50,20,,squeeze,20.0,above,fixed,,"WR(14,-50) SMA20 BBW:squeeze ADXa20 fixed10",14,0.3636,50.0,0.51,1.29,10,1.2456,70.0,1.71,2.35,10.0,3.21,-2.09,10.0
14,-50,20,,not_expanded,25.0,below,fixed,,"WR(14,-50) SMA20 BBW:not_expanded ADXb25 fixed10",39,1.9386,61.5,1.72,2.81,26,1.5712,69.2,1.71,2.54,10.0,4.13,-2.33,10.0
14,-50,20,accumulating,,20.0,above,fixed,,"WR(14,-50) SMA20 MFI:accumulating ADXa20 fixed10",30,0.4961,53.3,0.46,1.27,21,1.6654,66.7,1.71,2.71,10.0,3.71,-2.72,10.0
20,-30,20,,not_expanded,,,fixed,,"WR(20,-30) SMA20 BBW:not_expanded fixed20",37,2.6595,64.9,1.66,2.64,26,2.0283,69.2,1.71,2.44,20.0,6.44,-3.28,20.0
20,-30,20,accumulating,,,,mfi_exit,25.0,"WR(20,-30) SMA20 MFI:accumulating mfi_exit",39,2.0002,61.5,1.28,2.06,27,1.8305,55.6,1.71,2.66,17.2,5.52,-2.87,
20,-40,10,,squeeze,20.0,above,mfi_exit,25.0,"WR(20,-40) SMA10 BBW:squeeze ADXa20 mfi_exit",14,2.8414,57.1,2.92,4.28,10,1.6495,70.0,1.71,2.6,18.2,5.27,-2.26,
20,-40,10,not_weak,,,,bbw_contract,30.0,"WR(20,-40) SMA10 MFI:not_weak bbw_contract",55,1.6388,70.9,1.16,2.22,38,1.5722,76.3,1.71,2.94,12.0,3.58,-3.07,
20,-40,10,accumulating,squeeze,25.0,below,mfi_exit,25.0,"WR(20,-40) SMA10 MFI:accumulating BBW:squeeze ADXb25 mfi_exit",17,3.0405,52.9,1.14,2.26,12,1.4998,58.3,1.71,2.42,15.8,6.33,-2.9,
20,-50,20,,squeeze,,,fixed,,"WR(20,-50) SMA20 BBW:squeeze fixed20",22,2.2522,68.2,1.53,2.54,16,1.8185,75.0,1.71,2.57,20.0,5.69,-3.04,20.0
30,-30,10,not_weak,,20.0,above,fixed,,"WR(30,-30) SMA10 MFI:not_weak ADXa20 fixed20",32,1.651,62.5,1.49,2.11,22,2.1633,59.1,1.71,2.55,20.0,5.06,-3.76,20.0
30,-30,10,accumulating,not_expanded,20.0,above,momentum_ride,40.0,"WR(30,-30) SMA10 MFI:accumulating BBW:not_expanded ADXa20 momentum_ride",27,0.9031,51.9,1.0,1.76,19,1.4961,42.1,1.71,4.32,8.2,4.1,-1.69,
30,-50,10,,,,,fixed,,"WR(30,-50) SMA10 fixed20",37,3.1739,67.6,1.68,2.68,25,4.0968,64.0,1.71,3.94,20.0,8.05,-3.24,20.0
14,-30,10,,squeeze,20.0,above,bbw_contract,30.0,"WR(14,-30) SMA10 BBW:squeeze ADXa20 bbw_contract",19,1.3195,68.4,2.55,3.85,14,0.8575,85.7,1.7,2.78,11.3,3.09,-2.01,
14,-30,10,not_weak,squeeze,,,fixed,,"WR(14,-30) SMA10 MFI:not_weak BBW:squeeze fixed15",28,1.4128,53.6,1.28,2.14,20,1.7987,75.0,1.7,3.04,15.0,4.28,-2.87,15.0
14,-40,10,accumulating,,20.0,above,fixed,,"WR(14,-40) SMA10 MFI:accumulating ADXa20 fixed15",31,1.3195,67.7,1.07,1.77,22,2.2751,59.1,1.7,2.78,15.0,4.81,-3.44,15.0
