cfg_wr_period,cfg_wr_thresh,cfg_sma_period,cfg_mfi_filter,cfg_bbw_filter,cfg_adx_filter,cfg_adx_mode,cfg_exit_mode,cfg_max_hold,label,is_n,is_avg,is_win,is_sharpe,is_pf,oos_n,oos_avg,oos_win,oos_sharpe,oos_pf,avg_hold,avg_peak,avg_dd,cfg_hold_days
14,-50,20,not_weak,squeeze,,,mfi_exit,25.0,"WR(14,-50) SMA20 MFI:not_weak BBW:squeeze mfi_exit",24,1.0152,50.0,0.58,1.42,17,1.7406,52.9,1.7,2.66,15.9,4.88,-3.21,
20,-30,10,,not_expanded,,,adaptive,30.0,"WR(20,-30) SMA10 BBW:not_expanded adaptive",77,0.7402,53.2,0.99,1.72,52,1.3483,59.6,1.7,2.59,7.3,2.76,-1.83,
20,-30,10,accumulating,,20.0,above,sma_break,25.0,"WR(20,-30) SMA10 MFI:accumulating ADXa20 sma_break",41,1.4416,75.6,1.88,2.81,28,0.9736,64.3,1.7,2.81,5.9,2.14,-2.28,
20,-40,10,,not_expanded,,,sma_break,25.0,"WR(20,-40) SMA10 BBW:not_expanded sma_break",72,1.1646,75.0,1.46,2.24,48,1.2254,75.0,1.7,3.41,6.1,2.26,-2.13,
20,-50,10,,squeeze,25.0,below,fixed,,"WR(20,-50) SMA10 BBW:squeeze ADXb25 fixed20",19,2.7666,63.2,1.59,2.48,13,2.0116,76.9,1.7,2.5,20.0,6.4,-3.22,20.0
20,-50,10,accumulating,squeeze,,,momentum_ride,40.0,"WR(20,-50) SMA10 MFI:accumulating BBW:squeeze momentum_ride",23,1.7575,47.8,1.42,3.04,16,1.951,43.8,1.7,3.89,8.7,4.77,-1.15,
20,-50,20,not_weak,not_expanded,,,fixed,,"WR(20,-50) SMA20 MFI:not_weak BBW:not_expanded fixed20",35,3.123,74.3,1.96,3.2,24,2.1089,66.7,1.7,2.44,20.0,6.62,-3.31,20.0
20,-50,20,accumulating,,20.0,above,fixed,,"WR(20,-50) SMA20 MFI:accumulating ADXa20 fixed10",30,1.1211,60.0,1.07,1.76,20,1.6861,65.0,1.7,2.69,10.0,3.84,-2.55,10.0
30,-30,10,not_weak,squeeze,,,fixed,,"WR(30,-30) SMA10 MFI:not_weak BBW:squeeze fixed10",30,0.9304,53.3,0.89,1.64,20,1.5155,60.0,1.7,2.71,10.0,3.53,-2.14,10.0
30,-30,20,,,20.0,above,fixed,,"WR(30,-30) SMA20 ADXa20 fixed15",35,1.8879,62.9,1.43,2.25,24,2.7919,70.8,1.7,3.26,15.0,5.27,-2.96,15.0
30,-30,20,not_weak,,25.0,below,mfi_exit,25.0,"WR(30,-30) SMA20 MFI:not_weak ADXb25 mfi_exit",36,2.241,58.3,1.39,2.29,24,1.4143,54.2,1.7,2.41,17.4,6.06,-2.67,
30,-40,10,,not_expanded,25.0,below,sma_break,25.0,"WR(30,-40) SMA10 BBW:not_expanded ADXb25 sma_break",50,1.7872,80.0,2.3,3.63,34,1.3123,73.5,1.7,3.14,6.0,2.57,-1.92,
30,-40,10,not_weak,squeeze,,,sma_break,25.0,"WR(30,-40) SMA10 MFI:not_weak BBW:squeeze sma_break",34,1.3455,79.4,2.04,3.26,23,1.2335,73.9,1.7,3.02,5.9,2.41,-1.81,
30,-50,20,accumulating,,,,mfi_exit,25.0,"WR(30,-50) SMA20 MFI:accumulating mfi_exit",36,2.9422,66.7,1.88,2.79,24,2.1901,62.5,1.7,3.05,16.8,6.01,-2.54,
14,-30,10,not_weak,not_expanded,,,sma_break,25.0,"WR(14,-30) SMA10 MFI:not_weak BBW:not_expanded sma_break",78,0.9015,74.4,1.27,2.02,53,1.0397,77.4,1.69,3.25,6.0,2.0,-2.11,
14,-30,20,not_weak,,20.0,above,fixed,,"WR(14,-30) SMA20 MFI:not_weak ADXa20 fixed10",40,1.1977,65.0,1.22,2.11,27,1.9591,63.0,1.69,2.91,10.0,3.66,-2.52,10.0
14,-40,10,,not_expanded,25.0,below,fixed,,"WR(14,-40) SMA10 BBW:not_expanded ADXb25 fixed20",30,3.7618,63.3,2.18,3.32,21,5.0405,66.7,1.69,5.11,20.0,7.73,-3.0,20.0
14,-40,10,not_weak,not_expanded,,,fixed,,"WR(14,-40) SMA10 MFI:not_weak BBW:not_expanded fixed10",61,0.8285,54.1,0.76,1.49,42,1.5369,64.3,1.69,2.89,10.0,3.74,-2.48,10.0
14,-40,10,not_weak,not_expanded,25.0,below,fixed,,"WR(14,-40) SMA10 MFI:not_weak BBW:not_expanded ADXb25 fixed20",30,3.7618,63.3,2.18,3.32,21,5.0405,66.7,1.69,5.11,20.0,7.73,-3.0,20.0
14,-40,20,not_weak,,20.0,above,fixed,,"WR(14,-40) SMA20 MFI:not_weak ADXa20 fixed10",40,1.3074,65.0,1.31,2.21,27,1.9591,63.0,1.69,2.91,10.0,3.72,-2.51,10.0
14,-50,10,accumulating,,,,fixed,,"WR(14,-50) SMA10 MFI:accumulating fixed10",52,1.0516,57.7,0.83,1.56,35,1.4797,62.9,1.69,2.52,10.0,4.0,-2.78,10.0
20,-30,10,,not_expanded,,,sma_break,25.0,"WR(20,-30) SMA10 BBW:not_expanded sma_break",77,0.997,74.0,1.37,2.11,52,1.1061,76.9,1.69,3.35,6.0,2.07,-2.14,
20,-30,10,,not_expanded,20.0,above,mfi_exit,25.0,"WR(20,-30) SMA10 BBW:not_expanded ADXa20 mfi_exit",33,2.5999,66.7,1.67,2.5,22,5.7294,50.0,1.69,8.16,17.8,7.22,-2.57,
20,-30,10,not_weak,not_expanded,,,adaptive,30.0,"WR(20,-30) SMA10 MFI:not_weak BBW:not_expanded adaptive",73,0.6978,52.1,0.92,1.64,50,1.3507,60.0,1.69,2.62,7.3,2.77,-1.89,
20,-30,20,not_weak,,20.0,above,fixed,,"WR(20,-30) SMA20 MFI:not_weak ADXa20 fixed10",40,1.1977,65.0,1.22,2.11,27,1.9591,63.0,1.69,2.91,10.0,3.66,-2.52,10.0
20,-40,20,accumulating,,,,adaptive,30.0,"WR(20,-40) SMA20 MFI:accumulating adaptive",63,0.5526,49.2,0.72,1.45,42,0.9725,50.0,1.69,2.47,6.8,2.63,-1.85,
30,-30,10,,squeeze,25.0,below,sma_break,25.0,"WR(30,-30) SMA10 BBW:squeeze ADXb25 sma_break",33,1.3158,78.8,1.93,3.02,22,1.4278,68.2,1.69,3.11,6.0,2.4,-1.88,
30,-40,10,,not_expanded,,,fixed,,"WR(30,-40) SMA10 BBW:not_expanded fixed10",53,2.2644,62.3,1.91,2.91,36,1.763,61.1,1.69,2.65,10.0,4.27,-2.34,10.0
30,-40,10,not_weak,,,,bbw_contract,30.0,"WR(30,-40) SMA10 MFI:not_weak bbw_contract",53,1.8495,77.4,1.36,2.43,36,1.4962,77.8,1.69,2.81,11.6,3.6,-2.97,
30,-50,10,,not_expanded,25.0,below,fixed,,"WR(30,-50) SMA10 BBW:not_expanded ADXb25 fixed20",27,4.5941,70.4,2.25,3.64,19,2.3236,68.4,1.69,2.25,20.0,7.74,-3.26,20.0
30,-50,10,not_weak,,25.0,below,fixed,,"WR(30,-50) SMA10 MFI:not_weak ADXb25 fixed20",27,4.5747,70.4,2.38,3.91,19,2.3236,68.4,1.69,2.25,20.0,7.73,-3.3,20.0
30,-50,10,accumulating,not_expanded,,,fixed,,"WR(30,-50) SMA10 MFI:accumulating BBW:not_expanded fixed20",25,4.5953,68.0,2.25,3.63,18,1.9547,66.7,1.69,2.39,20.0,7.18,-3.19,20.0
14,-40,10,,,25.0,below,fixed,,"WR(14,-40) SMA10 ADXb25 fixed20",33,3.2409,63.6,2.0,3.01,23,2.3486,56.5,1.68,2.7,20.0,6.81,-3.2,20.0
14,-40,10,not_weak,squeeze,25.0,below,fixed,,"WR(14,-40) SMA10 MFI:not_weak BBW:squeeze ADXb25 fixed15",20,0.8784,50.0,0.87,1.61,14,1.8236,64.3,1.68,2.7,15.0,4.45,-2.88,15.0
14,-40,10,accumulating,squeeze,25.0,below,bbw_contract,30.0,"WR(14,-40) SMA10 MFI:accumulating BBW:squeeze ADXb25 bbw_contract",18,0.4487,66.7,0.44,1.28,13,1.7945,61.5,1.68,2.87,13.3,3.42,-2.9,
14,-50,20,not_weak,,25.0,below,fixed,,"WR(14,-50) SMA20 MFI:not_weak ADXb25 fixed10",43,1.9278,62.8,1.66,2.61,29,1.4471,72.4,1.68,2.55,10.0,4.14,-2.5,10.0
20,-30,10,,not_expanded,25.0,below,sma_break,25.0,"WR(20,-30) SMA10 BBW:not_expanded ADXb25 sma_break",57,1.5115,75.4,2.02,3.27,39,1.2795,76.9,1.68,3.11,5.9,2.37,-1.95,
20,-30,10,not_weak,squeeze,25.0,below,fixed,,"WR(20,-30) SMA10 MFI:not_weak BBW:squeeze ADXb25 fixed15",21,1.9313,52.4,1.45,2.4,14,1.8236,64.3,1.68,2.7,15.0,5.01,-2.8,15.0
20,-40,10,not_weak,squeeze,25.0,below,fixed,,"WR(20,-40) SMA10 MFI:not_weak BBW:squeeze ADXb25 fixed15",20,1.8347,50.0,1.41,2.39,14,2.1889,64.3,1.68,3.41,15.0,5.03,-2.83,15.0
20,-40,20,not_weak,not_expanded,,,fixed,,"WR(20,-40) SMA20 MFI:not_weak BBW:not_expanded fixed20",36,2.6546,66.7,1.65,2.6,25,2.0757,64.0,1.68,2.39,20.0,6.39,-3.42,20.0
20,-50,10,not_weak,not_expanded,,,sma_break,25.0,"WR(20,-50) SMA10 MFI:not_weak BBW:not_expanded sma_break",60,0.9572,73.3,1.17,1.92,41,1.1875,73.2,1.68,3.38,6.3,2.25,-2.27,
20,-50,20,,,20.0,above,fixed,,"WR(20,-50) SMA20 ADXa20 fixed15",34,1.2297,58.8,1.07,1.75,24,2.3853,70.8,1.68,2.93,15.0,4.88,-3.0,15.0
20,-50,20,not_weak,,25.0,below,fixed,,"WR(20,-50) SMA20 MFI:not_weak ADXb25 fixed20",29,3.4072,65.5,1.98,3.03,20,2.2473,70.0,1.68,2.61,20.0,6.98,-3.3,20.0
20,-50,20,not_weak,not_expanded,25.0,below,fixed,,"WR(20,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 fixed20",28,3.9814,71.4,2.13,3.16,19,2.0252,68.4,1.68,2.42,20.0,6.85,-3.27,20.0
20,-50,20,not_weak,not_expanded,25.0,below,sma_break,25.0,"WR(20,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 sma_break",44,1.1743,79.5,1.27,2.13,30,1.381,86.7,1.68,2.96,7.6,2.56,-2.48,
30,-30,10,accumulating,,20.0,above,fixed,,"WR(30,-30) SMA10 MFI:accumulating ADXa20 fixed20",27,2.3495,59.3,1.9,2.66,18,2.2173,55.6,1.68,3.02,20.0,6.23,-3.68,20.0
30,-40,20,,squeeze,25.0,below,mfi_exit,25.0,"WR(30,-40) SMA20 BBW:squeeze ADXb25 mfi_exit",21,0.4063,47.6,0.29,1.18,15,1.4908,60.0,1.68,2.72,15.8,4.86,-2.56,
30,-40,20,not_weak,not_expanded,20.0,above,momentum_ride,40.0,"WR(30,-40) SMA20 MFI:not_weak BBW:not_expanded ADXa20 momentum_ride",36,0.3702,44.4,0.46,1.3,25,4.6686,72.0,1.68,10.63,8.6,4.89,-1.56,
30,-40,20,accumulating,squeeze,,,fixed,,"WR(30,-40) SMA20 MFI:accumulating BBW:squeeze fixed15",18,1.5198,72.2,1.53,2.25,13,1.8588,61.5,1.68,2.44,15.0,4.95,-2.54,15.0
14,-30,10,accumulating,,,,sma_break,25.0,"WR(14,-30) SMA10 MFI:accumulating sma_break",68,1.3689,73.5,1.8,2.72,46,1.1691,69.6,1.67,2.91,5.8,2.22,-2.11,
14,-30,20,not_weak,squeeze,25.0,below,fixed,,"WR(14,-30) SMA20 MFI:not_weak BBW:squeeze ADXb25 fixed10",25,0.2603,68.0,0.35,1.19,17,1.4407,52.9,1.67,2.34,10.0,3.24,-2.4,10.0
14,-40,10,,not_expanded,25.0,below,sma_break,25.0,"WR(14,-40) SMA10 BBW:not_expanded ADXb25 sma_break",56,1.3818,75.0,1.99,3.04,38,1.2868,76.3,1.67,3.07,5.9,2.31,-1.98,
20,-30,20,not_weak,squeeze,25.0,below,fixed,,"WR(20,-30) SMA20 MFI:not_weak BBW:squeeze ADXb25 fixed10",25,0.2603,68.0,0.35,1.19,17,1.4407,52.9,1.67,2.34,10.0,3.24,-2.4,10.0
20,-40,20,,squeeze,,,mfi_exit,25.0,"WR(20,-40) SMA20 BBW:squeeze mfi_exit",28,1.3076,50.0,0.79,1.6,19,1.5653,57.9,1.67,2.56,16.2,5.23,-2.76,
20,-40,20,,not_expanded,20.0,above,momentum_ride,40.0,"WR(20,-40) SMA20 BBW:not_expanded ADXa20 momentum_ride",44,0.4647,47.7,0.6,1.42,30,4.2978,70.0,1.67,10.16,8.4,4.65,-1.58,
20,-40,20,accumulating,,,,mfi_exit,25.0,"WR(20,-40) SMA20 MFI:accumulating mfi_exit",39,2.0002,61.5,1.28,2.06,27,1.7852,55.6,1.67,2.62,17.1,5.5,-2.88,
20,-50,10,,,25.0,below,bbw_contract,30.0,"WR(20,-50) SMA10 ADXb25 bbw_contract",40,3.0687,77.5,2.18,3.88,27,1.8557,77.8,1.67,3.06,12.7,4.74,-2.88,
20,-50,10,,squeeze,,,fixed,,"WR(20,-50) SMA10 BBW:squeeze fixed20",22,2.2017,59.1,1.34,2.26,15,1.8501,73.3,1.67,2.46,20.0,5.84,-3.19,20.0
20,-50,20,,not_expanded,,,fixed,,"WR(20,-50) SMA20 BBW:not_expanded fixed20",35,2.864,71.4,1.81,2.97,24,2.0643,70.8,1.67,2.44,20.0,6.58,-3.24,20.0
20,-50,20,,not_expanded,,,mfi_exit,25.0,"WR(20,-50) SMA20 BBW:not_expanded mfi_exit",41,2.4662,53.7,1.42,2.3,28,1.4473,53.6,1.67,2.64,17.1,5.92,-2.62,
30,-40,10,accumulating,,20.0,above,fixed,,"WR(30,-40) SMA10 MFI:accumulating ADXa20 fixed15",25,1.4698,72.0,1.34,1.89,18,2.2689,61.1,1.67,2.59,15.0,4.99,-3.48,15.0
30,-50,10,,,,,fixed,,"WR(30,-50) SMA10 fixed10",58,2.1515,62.1,1.73,2.84,40,1.7747,60.0,1.67,2.6,10.0,4.36,-2.53,10.0
30,-50,10,not_weak,squeeze,,,sma_break,25.0,"WR(30,-50) SMA10 MFI:not_weak BBW:squeeze sma_break",28,1.2404,78.6,1.75,2.86,19,1.3012,68.4,1.67,2.97,6.0,2.35,-1.99,
14,-30,20,not_weak,,,,fixed,,"WR(14,-30) SMA20 MFI:not_weak fixed20",42,2.1581,66.7,1.35,2.09,29,2.001,55.2,1.66,2.58,20.0,6.31,-3.37,20.0
14,-40,10,not_weak,,,,sma_break,25.0,"WR(14,-40) SMA10 MFI:not_weak sma_break",91,0.7953,73.6,1.19,1.86,61,1.1486,75.4,1.66,3.02,6.2,2.04,-2.32,
14,-40,10,accumulating,not_expanded,,,momentum_ride,40.0,"WR(14,-40) SMA10 MFI:accumulating BBW:not_expanded momentum_ride",55,0.7602,49.1,0.82,1.6,38,1.5444,60.5,1.66,3.66,8.1,3.91,-1.67,
14,-50,10,not_weak,,,,sma_break,25.0,"WR(14,-50) SMA10 MFI:not_weak sma_break",79,0.8754,72.2,1.19,1.91,54,1.2058,72.2,1.66,3.03,6.3,2.16,-2.37,
14,-50,10,not_weak,,20.0,above,mfi_exit,25.0,"WR(14,-50) SMA10 MFI:not_weak ADXa20 mfi_exit",37,2.22,54.1,1.61,2.45,26,5.2488,57.7,1.66,6.59,17.3,6.55,-2.67,
14,-50,10,not_weak,,20.0,above,adaptive,30.0,"WR(14,-50) SMA10 MFI:not_weak ADXa20 adaptive",58,0.8136,53.4,0.92,1.67,39,1.1426,51.3,1.66,2.72,6.6,2.64,-1.94,
14,-50,20,accumulating,squeeze,,,adaptive,30.0,"WR(14,-50) SMA20 MFI:accumulating BBW:squeeze adaptive",27,0.4824,55.6,0.92,1.65,18,1.124,50.0,1.66,2.31,7.9,3.03,-1.65,
20,-30,20,not_weak,squeeze,,,bbw_contract,30.0,"WR(20,-30) SMA20 MFI:not_weak BBW:squeeze bbw_contract",28,0.0086,71.4,0.01,1.01,19,1.4463,73.7,1.66,3.16,13.4,2.96,-3.28,
20,-40,10,accumulating,,20.0,above,sma_break,25.0,"WR(20,-40) SMA10 MFI:accumulating ADXa20 sma_break",36,1.2167,75.0,1.58,2.38,24,1.1006,62.5,1.66,2.81,6.1,2.15,-2.41,
20,-50,10,,,,,sma_break,25.0,"WR(20,-50) SMA10 sma_break",73,1.1832,74.0,1.47,2.24,49,1.2358,71.4,1.66,3.02,6.3,2.37,-2.35,
20,-50,10,not_weak,,25.0,below,fixed,,"WR(20,-50) SMA10 MFI:not_weak ADXb25 fixed10",42,2.5657,64.3,1.99,3.28,28,1.6262,71.4,1.66,2.63,10.0,4.41,-2.46,10.0
20,-50,10,accumulating,,,,fixed,,"WR(20,-50) SMA10 MFI:accumulating fixed20",31,3.5457,67.7,1.81,2.7,22,1.669,68.2,1.66,2.21,20.0,6.88,-3.56,20.0
20,-50,10,accumulating,,20.0,above,fixed,,"WR(20,-50) SMA10 MFI:accumulating ADXa20 fixed10",28,1.2499,60.7,1.17,1.87,20,1.6573,65.0,1.66,2.62,10.0,3.96,-2.57,10.0
30,-30,10,not_weak,not_expanded,25.0,below,sma_break,25.0,"WR(30,-30) SMA10 MFI:not_weak BBW:not_expanded ADXb25 sma_break",54,1.433,77.8,1.93,3.12,36,1.1852,77.8,1.66,2.98,5.9,2.33,-1.93,
30,-30,20,accumulating,,,,adaptive,30.0,"WR(30,-30) SMA20 MFI:accumulating adaptive",63,0.6667,50.8,0.86,1.56,42,0.9465,50.0,1.66,2.43,6.8,2.67,-1.83,
30,-50,20,not_weak,,25.0,below,fixed,,"WR(30,-50) SMA20 MFI:not_weak ADXb25 fixed20",28,3.7436,64.3,2.16,3.58,20,2.4469,65.0,1.66,2.45,20.0,7.8,-3.12,20.0
30,-50,20,not_weak,not_expanded,25.0,below,fixed,,"WR(30,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 fixed20",27,4.2335,70.4,2.27,3.63,18,2.2078,66.7,1.66,2.31,20.0,7.48,-3.1,20.0
14,-40,10,,squeeze,25.0,below,fixed,,"WR(14,-40) SMA10 BBW:squeeze ADXb25 fixed10",27,1.075,59.3,1.34,1.93,19,1.2119,52.6,1.65,2.51,10.0,3.7,-1.86,10.0
14,-40,20,accumulating,,,,adaptive,30.0,"WR(14,-40) SMA20 MFI:accumulating adaptive",62,0.6274,51.6,0.81,1.53,42,0.9199,52.4,1.65,2.4,6.8,2.63,-1.82,
14,-50,20,,not_expanded,25.0,below,bbw_contract,30.0,"WR(14,-50) SMA20 BBW:not_expanded ADXb25 bbw_contract",35,2.0249,74.3,1.33,2.33,24,1.4898,79.2,1.65,2.98,13.5,4.41,-3.19,
14,-50,20,not_weak,,20.0,above,mfi_exit,25.0,"WR(14,-50) SMA20 MFI:not_weak ADXa20 mfi_exit",34,1.684,55.9,1.44,2.07,23,5.5086,60.9,1.65,6.39,18.2,6.4,-2.83,
20,-30,10,,squeeze,25.0,below,fixed,,"WR(20,-30) SMA10 BBW:squeeze ADXb25 fixed10",28,1.9665,60.7,1.84,2.94,19,1.2119,52.6,1.65,2.51,10.0,4.06,-1.77,10.0
20,-30,10,not_weak,,,,sma_break,25.0,"WR(20,-30) SMA10 MFI:not_weak sma_break",90,0.8666,73.3,1.22,1.95,60,1.128,75.0,1.65,2.95,6.2,2.07,-2.33,
20,-40,10,,,,,sma_break,25.0,"WR(20,-40) SMA10 sma_break",84,1.11,73.8,1.41,2.19,56,1.1836,73.2,1.65,2.91,6.3,2.26,-2.32,
20,-40,20,,,,,fixed,,"WR(20,-40) SMA20 fixed20",43,2.4445,62.8,1.46,2.27,29,1.7817,58.6,1.65,2.48,20.0,6.65,-3.17,20.0
20,-40,20,,,20.0,above,fixed,,"WR(20,-40) SMA20 ADXa20 fixed15",35,1.7071,60.0,1.28,2.06,24,2.7227,66.7,1.65,3.17,15.0,5.23,-3.05,15.0
20,-40,20,,not_expanded,,,fixed,,"WR(20,-40) SMA20 BBW:not_expanded fixed20",37,2.6595,64.9,1.66,2.64,25,2.0329,68.0,1.65,2.39,20.0,6.53,-3.3,20.0
20,-50,10,,,25.0,below,fixed,,"WR(20,-50) SMA10 ADXb25 fixed20",29,3.2884,65.5,1.78,2.69,20,1.9899,70.0,1.65,2.37,20.0,7.14,-3.17,20.0
20,-50,20,accumulating,,,,mfi_exit,25.0,"WR(20,-50) SMA20 MFI:accumulating mfi_exit",39,2.2816,64.1,1.47,2.28,27,1.7747,55.6,1.65,2.59,16.9,5.6,-2.73,
30,-30,10,,,20.0,above,mfi_exit,25.0,"WR(30,-30) SMA10 ADXa20 mfi_exit",43,1.7379,58.1,1.36,2.03,30,4.8804,56.7,1.65,6.7,16.2,6.32,-2.57,
30,-30,10,,squeeze,,,fixed,,"WR(30,-30) SMA10 BBW:squeeze fixed20",23,1.882,56.5,1.15,2.0,16,1.7721,68.8,1.65,2.53,20.0,5.84,-3.1,20.0
30,-30,10,not_weak,squeeze,20.0,above,mfi_exit,25.0,"WR(30,-30) SMA10 MFI:not_weak BBW:squeeze ADXa20 mfi_exit",13,3.0466,61.5,3.1,4.5,10,1.6194,60.0,1.65,2.37,18.2,4.64,-2.43,
30,-30,10,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(30,-30) SMA10 MFI:not_weak BBW:not_expanded ADXb25 adaptive",51,1.4044,54.9,1.56,2.56,34,1.4161,55.9,1.65,2.48,7.6,3.19,-1.76,
30,-40,10,not_weak,,20.0,above,sma_break,25.0,"WR(30,-40) SMA10 MFI:not_weak ADXa20 sma_break",43,0.8528,76.7,1.35,2.1,30,0.817,66.7,1.65,2.3,6.5,1.85,-2.51,
30,-40,20,accumulating,,25.0,below,momentum_ride,40.0,"WR(30,-40) SMA20 MFI:accumulating ADXb25 momentum_ride",40,1.8337,60.0,1.61,3.69,27,1.8222,63.0,1.65,3.13,8.9,4.57,-1.41,
30,-50,10,,not_expanded,25.0,below,bbw_contract,30.0,"WR(30,-50) SMA10 BBW:not_expanded ADXb25 bbw_contract",33,3.3075,78.8,2.33,4.06,23,2.2055,69.6,1.65,2.95,13.1,5.25,-2.77,
30,-50,20,,squeeze,,,mfi_exit,25.0,"WR(30,-50) SMA20 BBW:squeeze mfi_exit",23,0.9209,52.2,0.69,1.46,16,2.1772,62.5,1.65,2.94,15.4,5.12,-2.65,
14,-30,10,accumulating,squeeze,,,bbw_contract,30.0,"WR(14,-30) SMA10 MFI:accumulating BBW:squeeze bbw_contract",25,2.7944,68.0,1.64,3.21,18,1.4895,72.2,1.64,3.15,13.0,4.3,-2.49,
14,-40,10,,squeeze,25.0,below,fixed,,"WR(14,-40) SMA10 BBW:squeeze ADXb25 fixed20",19,1.8454,57.9,1.31,2.02,13,1.7825,61.5,1.64,2.39,20.0,5.5,-3.4,20.0
14,-40,10,not_weak,not_expanded,25.0,below,adaptive,30.0,"WR(14,-40) SMA10 MFI:not_weak BBW:not_expanded ADXb25 adaptive",53,1.1737,56.6,1.38,2.26,36,1.5442,55.6,1.64,2.49,7.5,3.16,-1.82,
14,-40,20,,,,,fixed,,"WR(14,-40) SMA20 fixed20",42,2.4433,61.9,1.44,2.24,28,1.7707,60.7,1.64,2.4,20.0,6.73,-3.24,20.0
14,-50,10,,,20.0,above,adaptive,30.0,"WR(14,-50) SMA10 ADXa20 adaptive",66,0.8063,53.0,0.95,1.69,45,1.1489,48.9,1.64,2.55,6.6,2.69,-1.83,
14,-50,10,not_weak,not_expanded,,,sma_break,25.0,"WR(14,-50) SMA10 MFI:not_weak BBW:not_expanded sma_break",68,0.8229,72.1,1.12,1.85,46,1.0649,73.9,1.64,3.24,6.2,2.05,-2.2,
14,-50,20,not_weak,not_expanded,25.0,below,fixed,,"WR(14,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 fixed10",38,1.871,60.5,1.55,2.48,26,1.4635,73.1,1.64,2.52,10.0,4.14,-2.41,10.0
20,-30,10,accumulating,squeeze,,,bbw_contract,30.0,"WR(20,-30) SMA10 MFI:accumulating BBW:squeeze bbw_contract",25,2.8345,68.0,1.67,3.31,18,1.4895,72.2,1.64,3.15,12.9,4.3,-2.47,
20,-40,20,accumulating,,20.0,above,mfi_exit,25.0,"WR(20,-40) SMA20 MFI:accumulating ADXa20 mfi_exit",28,2.1081,64.3,1.67,2.19,20,1.5066,50.0,1.64,2.38,17.9,5.75,-3.03,
20,-50,10,not_weak,not_expanded,,,fixed,,"WR(20,-50) SMA10 MFI:not_weak BBW:not_expanded fixed20",34,3.0864,67.6,1.87,3.08,24,2.0465,66.7,1.64,2.34,20.0,6.65,-3.32,20.0
20,-50,20,not_weak,squeeze,,,fixed,,"WR(20,-50) SMA20 MFI:not_weak BBW:squeeze fixed20",22,2.7913,72.7,1.94,3.23,15,1.8124,66.7,1.64,2.42,20.0,5.75,-3.03,20.0
30,-30,10,,not_expanded,,,adaptive,30.0,"WR(30,-30) SMA10 BBW:not_expanded adaptive",73,0.8601,54.8,1.13,1.89,49,1.3495,57.1,1.64,2.57,7.4,2.81,-1.78,
30,-40,10,,squeeze,25.0,below,fixed,,"WR(30,-40) SMA10 BBW:squeeze ADXb25 fixed20",18,2.9799,61.1,1.64,2.51,13,2.0224,69.2,1.64,2.38,20.0,6.66,-3.18,20.0
30,-40,10,not_weak,squeeze,25.0,below,fixed,,"WR(30,-40) SMA10 MFI:not_weak BBW:squeeze ADXb25 fixed20",18,3.0732,66.7,1.88,2.93,12,2.1143,66.7,1.64,2.33,20.0,6.77,-3.03,20.0
30,-40,20,,not_expanded,20.0,above,momentum_ride,40.0,"WR(30,-40) SMA20 BBW:not_expanded ADXa20 momentum_ride",37,0.5271,48.6,0.65,1.44,26,4.4883,69.2,1.64,10.61,8.2,4.78,-1.55,
14,-30,20,,squeeze,,,bbw_contract,30.0,"WR(14,-30) SMA20 BBW:squeeze bbw_contract",28,-0.0666,71.4,-0.07,0.95,19,1.4333,73.7,1.63,3.14,13.8,2.92,-3.33,
14,-40,20,,squeeze,,,bbw_contract,30.0,"WR(14,-40) SMA20 BBW:squeeze bbw_contract",27,0.1298,70.4,0.12,1.09,19,1.4333,73.7,1.63,3.14,14.1,3.04,-3.36,
14,-40,20,not_weak,,25.0,below,fixed,,"WR(14,-40) SMA20 MFI:not_weak ADXb25 fixed10",44,1.8773,65.9,1.62,2.55,30,1.406,66.7,1.63,2.37,10.0,4.05,-2.52,10.0
14,-50,20,not_weak,not_expanded,25.0,below,bbw_contract,30.0,"WR(14,-50) SMA20 MFI:not_weak BBW:not_expanded ADXb25 bbw_contract",35,2.0249,74.3,1.33,2.33,24,1.4744,79.2,1.63,2.96,13.5,4.4,-3.2,
20,-40,10,accumulating,squeeze,25.0,below,momentum_ride,40.0,"WR(20,-40) SMA10 MFI:accumulating BBW:squeeze ADXb25 momentum_ride",21,1.3277,47.6,1.11,2.37,15,1.9505,40.0,1.63,3.42,8.2,4.44,-1.35,
20,-50,10,accumulating,not_expanded,25.0,below,momentum_ride,40.0,"WR(20,-50) SMA10 MFI:accumulating BBW:not_expanded ADXb25 momentum_ride",33,2.1551,51.5,1.48,3.08,23,1.6537,56.5,1.63,3.67,8.3,4.92,-1.44,
30,-30,10,accumulating,,20.0,above,fixed,,"WR(30,-30) SMA10 MFI:accumulating ADXa20 fixed15",29,1.8757,69.0,1.47,2.13,20,2.2411,60.0,1.63,2.66,15.0,5.05,-3.63,15.0
